a,person_id,fio,orcid,researcherId,scopusId,openAlexId,alt_fios
22750,1100840,Z. Zhang,,,,A5045749849,Z. Zhang
22751,1100841,Y. K. Kim,,,,A5046722023,Y. K. Kim
22752,1100842,G. Zhang,,,,A5049280096,G. Zhang
22753,1100843,X. Li,,,,A5049341555,X. Li
22754,1100844,J. B. Liu,,,,A5050084171,J. B. Liu
22755,1100845,S. Chen,,,,A5053501946,S. Chen
22756,1100846,J. Wang,,,,A5059794136,J. Wang
22757,1100847,Q. Wang,,,,A5060907035,Q. Wang
22758,1100848,R. Zhang,,,,A5063248767,R. Zhang
22759,1100849,L. L.,,,,A5063309523,L. L.
22760,1100850,K. Liu,,,,A5064349322,K. Liu
22761,1100851,S. M. Wang,,,,A5065943950,S. M. Wang
22762,1100852,H. Wang,,,,A5066498346,H. Wang
22763,1100853,S. C. Lee,,,,A5066795266,S. C. Lee
22764,1100854,S. Chen,,,,A5067850659,S. Chen
22765,1100855,C. Li,,,,A5069783766,C. Li
22766,1100856,D. Zhang,,,,A5070590846,D. Zhang
22767,1100857,Y. L. Liu,,,,A5070820722,Y. L. Liu
22768,1100858,L. Zhang,,,,A5072386114,L. Zhang
22769,1100859,H. Y. Kim,,,,A5076113999,H. Y. Kim
22770,1100860,C. Wang,,,,A5077624803,C. Wang
22771,1100861,J. Silva,,,,A5085557631,J. Silva
22772,1100862,S. H. Kim,,,,A5088509737,S. H. Kim
22773,1100863,L. Liu,,,,A5089500454,L. Liu
22774,1100864,F. Wang,,,,A5091752286,F. Wang
22775,1100867,J. Wang,,,,A5000662837,J. Wang
22776,1100868,E. Kim,,,,A5001075916,E. Kim
22777,1100869,J. Ye,,,,A5002293549,J. Ye
22778,1100870,Y. Chen,,,,A5003729654,Y. Chen
22779,1100871,S. C. Lee,,,,A5004558171,S. C. Lee
22780,1100872,A. Z. Wang,,,,A5007515270,A. Z. Wang
22781,1100873,S. J. Chen,,,,A5008954231,S. J. Chen
22782,1100874,L. Lee,,,,A5011620106,L. Lee
22783,1100875,B. Chen,,,,A5013546050,B. Chen
22784,1100876,F. Li,,,,A5013991247,F. Li
22785,1100877,Z. Wang,,,,A5016005941,Z. Wang
22786,1100878,R.-J. Wang,,,,A5016233939,R.‐J. Wang
22787,1100879,W. Wang,,,,A5016458217,W. Wang
22788,1100880,C. Wang,,,,A5017247269,C. Wang
22789,1100881,J. Li,,,,A5018265144,J. Li
22790,1100882,M. Zhang,,,,A5019198938,M. Zhang
22791,1100883,Z. Zhang,,,,A5019735524,Z. Zhang
22792,1100884,P. Wang,,,,A5023300966,P. Wang
22793,1100885,X. Li,,,,A5025770559,X. Li
22794,1100886,S. Zhang,,,,A5029786628,S. Zhang
22795,1100887,J. K. K. Liu,,,,A5032161197,J. K. K. Liu
22796,1100888,Y. Liu,,,,A5032265489,Y. Liu
22797,1100889,L. Zhang,,,,A5032744549,L. Zhang
22798,1100890,P. Liu,,,,A5033226644,P. Liu
22799,1100891,X. Chen,,,,A5034818314,X. Chen
22800,1100892,W. X. Wang,,,,A5035305383,W. X. Wang
22801,1100893,H. Chen,,,,A5035305443,H. Chen
22802,1100894,L. Li,,,,A5035745582,L. Li
22803,1100895,S. Li,,,,A5037220635,S. Li
22804,1100896,D. F. Zhang,,,,A5038180485,D. F. Zhang
22805,1100897,K. Zhang,,,,A5039988654,K. Zhang
22806,1100898,R. Wang,,,,A5042675785,R. Wang
22807,1100899,C. H. Chen,,,,A5042921205,C. H. Chen
22808,1100900,S. M. Wang,,,,A5045302968,S. M. Wang
22809,1100901,A. C. A. Lee,,,,A5046253850,A. C. A. Lee
22810,1100902,R. Zhang,,,,A5046744580,R. Zhang
22811,1100903,M. Silva,,,,A5048133376,M. Silva
22812,1100904,Q. Wang,,,,A5048467676,Q. Wang
22813,1100905,Y. Wang,,,,A5049299155,Y. Wang
22814,1100906,K. Li,,,,A5049658154,K. Li
22815,1100907,Y. Li,,,,A5050430703,Y. Li
22816,1100908,S. Chen,,,,A5051174176,S. Chen
22817,1100909,R. Wang,,,,A5051415770,R. Wang
22818,1100910,H. Ye,,,,A5053562810,H. Ye
22819,1100911,Q. Y. Li,,,,A5056170612,Q. Y. Li
22820,1100912,Y. Zhang,,,,A5057437772,Y. Zhang
22821,1100913,K. Liu,0009-0004-3776-6808,,,A5059677826,Kai Liu; K. Liu
22822,1100914,B. Li,,,,A5059683008,B. Li
22823,1100915,Z. Li,,,,A5060071404,Z. Li
22824,1100916,Z. Li,,,,A5062432059,Z. Li
22825,1100917,A. M. Wang,,,,A5063717457,A. M. Wang
22826,1100918,B. X. Liu,,,,A5064954519,B. X. Liu
22827,1100919,S. Ye,,,,A5065602389,S. Ye
22828,1100920,H. Li,,,,A5066605842,H. Li
22829,1100921,G. R. Lee,,,,A5067545110,G. R. Lee
22830,1100922,Y. K. Kim,,,,A5068988381,Y. K. Kim
22831,1100923,Z. Li,,,,A5070189637,Z. Li
22832,1100924,J. B. Liu,,,,A5071281876,J. B. Liu
22833,1100925,Z. Li,,,,A5072483570,Z. Li
22834,1100926,J. W. S. Carter,,,,A5076582547,J. W. S. Carter
22835,1100927,X. Zhang,,,,A5079297777,X. Zhang
22836,1100928,B. Zhang,,,,A5081459457,B. Zhang
22837,1100929,M. Y. Liu,,,,A5082327120,M. Y. Liu
22838,1100930,X. Zhang,,,,A5083417393,X. Zhang
22839,1100931,Z. Zhang,,,,A5085976760,Z. Zhang
22840,1100932,B. Liu,,,,A5086771365,B. Liu
22841,1100933,H. B. Liu,,,,A5086955376,H. B. Liu
22842,1100934,J. Zhang,,,,A5087422728,J. Zhang
22843,1100935,H. Li,,,,A5087745915,H. Li
22844,1100936,Y. L. Liu,,,,A5088645791,Y. L. Liu
22845,1100937,C. A. Lee,,,,A5089128157,C. A. Lee
22846,1100938,C. Chen,,,,A5089251584,C. Chen
22847,1100939,X. Liu,,,,A5090749980,X. Liu
22848,1100940,X. Chen,,,,A5002687577,X. Chen
22849,1100941,Yu D. R.,,,,A5004122986,Yu D. R.
22850,1100942,J. R. Carter,,,,A5004764380,J. R. Carter
22851,1100943,H. Zhang,,,,A5006307433,H. Zhang
22852,1100944,Oh S. H.,,,,A5007690983,Oh S. H.
22853,1100945,S. L. Wu,0000-0001-5866-1504,,,A5017218388,J. Wu; S. Wu; S. L. Wu; Lan Wu Sau; Lan Wu Sau Lan Wu; S Lan Wu; Sau Lan Wu; Sau Wu; Sau‐Lan Wu; Shushan Wu; Sl L. Wu; Sl Wu; Wu S. L.
22854,1100946,C. Wang,,,,A5018868600,C. Wang
22855,1100947,M. Liu,,,,A5020901696,M. Liu
22856,5033108,Вейвода О,,,,,Vejvoda O
22857,1100949,Ma L. L.,,,,A5028254765,Ma L. L.
22858,1100950,Huiying Chen,0000-0001-8453-1332,,,A5028759261,C Hui‐Ying; Chen Huiying; Chen Hui‐Ying; Huiyin Chen; Huiying Chen; Hui‐Ying Chen
22859,1100948,J. E. Garc ́ıa Navarro,,,,A5021376843,J. E. Garc ́ıa Navarro
22860,1100952,X. Zhang,,,,A5045195969,X. Zhang
22861,1100953,J. Silva,,,,A5050391473,J. Silva
22862,1100954,R. Wang,,,,A5064539390,R. Wang
22863,1100955,Yu J. M.,,,,A5065699396,Yu J. M.
22864,1100956,J. B. Liu,,,,A5076122759,J. B. Liu
22865,1100957,J. Liu,,,,A5076632618,J. Liu
22866,1100958,S. Chen,,,,A5078363092,S. Chen
22867,1100959,B. Liu,,,,A5082293327,B. Liu
22868,1100960,G. Zhang,,,,A5083531361,G. Zhang
22869,1100961,Y. Liu,,,,A5087339464,Y. Liu
22870,1100962,H. Wang,,,,A5089953202,H. Wang
22871,1100963,L. Li,,,,A5091690880,L. Li
22872,1100964,X. Zhang,,,,A5001489699,X. Zhang
22873,1100965,G.R. Lee,,,,A5004696578,G.R. Lee
22874,1100966,Z. Wang,,,,A5007004424,Z. Wang
22875,1100967,L. Zhang,,,,A5009290018,L. Zhang
22876,1100968,J. Chen,,,,A5009801636,J. Chen
22877,1100969,J. Ye,,,,A5010845501,J. Ye
22878,1100970,J. Zhang,,,,A5012636667,J. Zhang
22879,1100971,Q. Li,,,,A5016776364,Q. Li
22880,1100972,D. Zhang,,,,A5018719414,D. Zhang
22881,1100973,Y. Chen,,,,A5019405731,Y. Chen
22882,1100974,S. Chen,,,,A5020693470,S. Chen
22883,1100975,W. Wang,,,,A5021218299,W. Wang
22884,1100976,Y. Liu,,,,A5021792899,Y. Liu
22885,1100977,G. Zhang,,,,A5023983471,G. Zhang
22886,1100978,B. Li,,,,A5024245385,B. Li
22887,1100979,H. Li,,,,A5025843164,H. Li
22888,1100980,P. Liu,,,,A5030061894,P. Liu
22889,1100981,Y. Zhang,,,,A5034908653,Y. Zhang
22890,1100982,Q. Wang,,,,A5041630211,Q. Wang
22891,1100983,S.H. Kim,,,,A5042834050,S.H. Kim
22892,1100984,S.J. Chen,,,,A5044026004,S.J. Chen
22893,1100985,W. Wang,,,,A5045899522,W. Wang
22894,1100986,R. Zhang,,,,A5047445636,R. Zhang
22895,1100987,F. Zhang,,,,A5047590035,F. Zhang
22896,1100988,R.-J. Wang,,,,A5048558831,R.‐J. Wang
22897,1100989,J.K.K. Liu,,,,A5057042707,J.K.K. Liu
22898,1100990,F. Wang,,,,A5058528006,F. Wang
22899,1100991,Z. Zhang,,,,A5058808976,Z. Zhang
22900,1100992,Q. Li,,,,A5063900604,Q. Li
22901,1100993,C. Wang,,,,A5065377954,C. Wang
22902,1100994,T. Wang,,,,A5065600956,T. Wang
22903,1100995,C.A. Lee,,,,A5068417959,C.A. Lee
22904,1100996,M. Zhang,,,,A5070155329,M. Zhang
22905,1100997,J. Silva,,,,A5070977440,J. Silva
22906,1100998,L. Lee,,,,A5071857358,L. Lee
22907,1100999,K. Liu,,,,A5072903399,K. Liu
22908,1101000,S.C. Lee,,,,A5075091763,S.C. Lee
22909,1101001,D. Zhang,,,,A5075743864,D. Zhang
22910,1101002,L. Zhang,,,,A5075938498,L. Zhang
22911,1101003,J.B. Liu,,,,A5080868161,J.B. Liu
22912,1101004,B. Liu,,,,A5081510579,B. Liu
22913,1101005,P. Zhang,,,,A5081525755,P. Zhang
22914,1101006,X. Chen,,,,A5085778072,X. Chen
22915,1101007,M. Liu,,,,A5085825476,M. Liu
22916,1101008,R. Zhang,,,,A5089344651,R. Zhang
22917,1101009,D.F. Zhang,,,,A5001557930,D.F. Zhang
22918,1101010,M. Liu,,,,A5002983221,M. Liu
22919,1101011,X. Zhang,,,,A5005269985,X. Zhang
22920,1101012,H.B. Liu,,,,A5006876654,H.B. Liu
22921,1101013,R. Wang,,,,A5007969636,R. Wang
22922,1101014,Q. Li,,,,A5009077674,Q. Li
22923,1101015,B. Liu,,,,A5012504581,B. Liu
22924,1101016,S.M. Wang,,,,A5014984566,S.M. Wang
22925,1101017,J. Chen,,,,A5015472029,J. Chen
22926,1101018,Y.W. Liu,,,,A5017600404,Y.W. Liu
22927,1101019,G.R. Lee,,,,A5017628223,G.R. Lee
22928,1101020,S. Chen,,,,A5017995450,S. Chen
22929,1101021,R. Zhang,,,,A5020777275,R. Zhang
22930,1101022,W. Wang,,,,A5021662572,W. Wang
22931,1101023,J. Wang,,,,A5023052492,J. Wang
22932,1101024,H. Liu,,,,A5023421696,H. Liu
22933,1101025,M. Silva,,,,A5023921600,M. Silva
22934,1101026,H. Chen,,,,A5024970402,H. Chen
22935,1101027,H. Wang,,,,A5025806522,H. Wang
22936,1101028,J. Zhang,,,,A5026005968,J. Zhang
22937,1101029,P. Zhang,,,,A5032710849,P. Zhang
22938,1101030,H. Wang,,,,A5032752964,H. Wang
22939,1101031,F. Wang,,,,A5034608446,F. Wang
22940,1101032,C. Wang,,,,A5034879129,C. Wang
22941,1101033,R. Wang,,,,A5035613731,R. Wang
22942,1101034,B. Li,,,,A5035842808,B. Li
22943,1101035,J. Silva,,,,A5036156230,J. Silva
22944,1101036,J.K.K. Liu,,,,A5037560226,J.K.K. Liu
22945,1101037,W.X. Wang,,,,A5038028923,W.X. Wang
22946,1101038,Y. Zhang,,,,A5038067276,Y. Zhang
22947,1101039,S.H. Kim,,,,A5041570518,S.H. Kim
22948,1101040,H. Zhang,,,,A5042561491,H. Zhang
22949,1101041,C. Chen,,,,A5043729260,C. Chen
22950,1101042,P. Liu,,,,A5046370468,P. Liu
22951,1101043,F. Zhang,,,,A5047195802,F. Zhang
22952,1101044,A.M. Wang,,,,A5052400561,A.M. Wang
22953,1101045,Y. Chen,,,,A5052403759,Y. Chen
22954,1101046,Y. Li,,,,A5052928834,Y. Li
22955,1101047,Y. Wang,,,,A5053623998,Y. Wang
22956,1101048,M. Zhang,,,,A5058145036,M. Zhang
22957,1101049,Y.K. Kim,,,,A5059395190,Y.K. Kim
22958,1101050,Y.L. Liu,,,,A5060173807,Y.L. Liu
22959,1101051,J. Chen,,,,A5062141585,J. Chen
22960,1101052,D. Zhang,,,,A5066175015,D. Zhang
22961,1101053,Z. Zhang,,,,A5067158879,Z. Zhang
22962,1101054,L. Lee,,,,A5069320872,L. Lee
22963,1101055,S.C. Lee,,,,A5069435467,S.C. Lee
22964,1101056,S. Ye,,,,A5075079774,S. Ye
22965,1101057,H. Li,,,,A5075317614,H. Li
22966,1101058,X. Chen,,,,A5078052870,X. Chen
22967,1101059,R. Zhang,,,,A5078625932,R. Zhang
22968,1101060,L. Zhang,,,,A5084667185,L. Zhang
22969,1101061,J. Wang,,,,A5084951563,J. Wang
22970,1101062,G. Zhang,,,,A5087414154,G. Zhang
22971,1101063,J. Ye,,,,A5087757241,J. Ye
22972,1101064,L. Zhang,,,,A5087977815,L. Zhang
22973,1101065,Q. Wang,,,,A5090848348,Q. Wang
22974,1101066,S. Li,,,,A5000676091,S. Li
22975,1101067,B. Liu,,,,A5003505178,B. Liu
22976,1101068,H. Zhang,,,,A5006071279,H. Zhang
22977,1101069,J. Silva,,,,A5011874702,J. Silva
22978,1101070,L. Li,,,,A5020259148,L. Li
22979,1101071,H. Chen,,,,A5028260518,H. Chen
22980,1101072,Y. Chen,,,,A5042126970,Y. Chen
22981,1101073,J. R. Carter,,,,A5044968060,J. R. Carter
22982,1101074,L. Liu,,,,A5089555913,L. Liu
22983,1101075,J. Zhang,0009-0007-3111-1116,,,A5090736129,J. Zhang; Jiaqing Zhang; Jiaxiao Zhang; Jielong Zhang
22984,1101076,Z. Zhang,,,,A5003037858,Z. Zhang
22985,1101077,S. Chen,,,,A5009703937,S. Chen
22986,1101078,X. Zhang,,,,A5018528051,X. Zhang
22987,1101079,H. Lee,,,,A5024501298,H. Lee
22988,1101080,Y. Liu,,,,A5024752453,Y. Liu
22989,1101081,J. Zhang,,,,A5030071645,J. Zhang
22990,1101082,M. Liu,,,,A5033753907,M. Liu
22991,1101083,S. Li,,,,A5056513644,S. Li
22992,1101084,J. R. Carter,,,,A5073825493,J. R. Carter
22993,1101085,H. Li,,,,A5074624866,H. Li
22994,1101086,J. Silva,,,,A5089004217,J. Silva
22995,1101087,A. C.A. Lee,,,,A5005347076,A. C.A. Lee
22996,1101088,S. Chen,,,,A5005405898,S. Chen
22997,1101089,L. Zhang,,,,A5007840544,L. Zhang
22998,1101090,R. Wang,0000-0002-0323-5935,,,A5008919641,R. Wang; Ruijuan Wang; Rui‐Xun Wang
22999,1101091,X. Li,,,,A5010775939,X. Li
23000,1101092,Z. Li,0000-0003-1561-3435,,,A5013406722,Z. Li
23001,1101093,R. Zhang,,,,A5014270877,R. Zhang
23002,1101094,P. Liu,,,,A5015214940,P. Liu
23003,1101095,K. Liu,,,,A5020612031,K. Liu
23004,1101096,K. Li,,,,A5021102993,K. Li
23005,1101097,Y. Zhang,,,,A5027145230,Y. Zhang
23006,1101098,E. Kim,,,,A5027866655,E. Kim
23007,1101099,J. Chen,,,,A5029716349,J. Chen
23008,1101100,H. Zhang,,,,A5030416083,H. Zhang
23009,1101101,J. K.K. Liu,,,,A5032096137,J. K.K. Liu
23010,1101102,F. Li,,,,A5037448921,F. Li
23011,1101103,J. B. Liu,,,,A5040589265,J. B. Liu
23012,1101104,C. Wang,,,,A5040631568,C. Wang
23013,1101105,Y. H. Chen,,,,A5041788884,Y. H. Chen
23014,1101106,H. Li,,,,A5042877660,H. Li
23015,1101107,Y. Li,,,,A5045983516,Y. Li
23016,1101108,R. J. Wang,,,,A5046158232,R. J. Wang
23017,1101109,L. Li,,,,A5050888942,L. Li
23018,1101110,L. L.,,,,A5051895480,L. L.
23019,1101111,S. Lee,,,,A5052476830,S. Lee
23020,1101112,C. Q. Li,,,,A5053357749,C. Q. Li
23021,1101113,J. Wang,,,,A5055554581,J. Wang
23022,1101114,Y. Liu,,,,A5059572493,Y. Liu
23023,1101115,C. H. Chen,,,,A5066341373,C. H. Chen
23024,1101116,S. Li,,,,A5066974885,S. Li
23025,1101117,Q. Li,,,,A5071221815,Q. Li
23026,1101118,H. Ye,,,,A5075989536,H. Ye
23027,1101119,Z. Zhang,,,,A5077527521,Z. Zhang
23028,1101120,G. Zhang,,,,A5077577860,G. Zhang
23029,1101121,X. Zhang,,,,A5077901783,X. Zhang
23030,1101122,J. Li,,,,A5084345162,J. Li
23031,1101123,Z. Z. Xu,,,,A5085315438,Z. Xu; Z. Z. Xu; Z Z. Xu; Z. Z Xu; Zhenshuai Xu; Zichen Xu; Zizong Xu; Zi‐Zong Xu
23032,1101124,Y. Hu,0000-0002-5143-2239,,,A5086765130,Y. Hu; Y. F. Hu; Yiming Hu; Yi‐Ming Hu; Yu Hu; Yarou Hu
23033,1101125,M. Silva,,,,A5088941352,M. Silva; Martim Pinto Da Silva; Mykael Q. M. da Silva
23034,1101126,M. Liu,,,,A5001609480,M. Liu
23035,1101127,X. Li,,,,A5002501158,X. Li
23036,1101128,J. Ye,,,,A5003207901,J. Ye
23037,1101129,J. Wang,,,,A5009063283,J. Wang
23038,1101130,J. Silva,,,,A5009485895,J. Silva
23039,1101131,J. B. Liu,,,,A5009594287,J. B. Liu
23040,1101132,H. Wang,,,,A5010881435,H. Wang
23041,1101133,C. Chen,,,,A5011188349,C. Chen
23042,1101134,X. Zhang,,,,A5013187370,X. Zhang
23043,1101135,H. Li,,,,A5018451458,H. Li
23044,1101136,C. Wang,,,,A5019007399,C. Wang
23045,1101137,R. Wang,,,,A5020321170,R. Wang
23046,1101138,D. Zhang,,,,A5020743145,D. Zhang
23047,1101139,M. Liu,,,,A5021232362,M. Liu
23048,1101140,L. Chen,,,,A5027934582,L. Chen
23049,1101141,S. H. Kim,,,,A5029862729,S. H. Kim
23050,1101142,L. Lee,,,,A5030477954,L. Lee
23051,1101143,H. Wang,,,,A5031058355,H. Wang
23052,1101144,B. Li,,,,A5031626535,B. Li
23053,1101145,Y. Chen,,,,A5033994719,Y. Chen
23054,1101146,K. Liu,,,,A5040808741,K. Liu
23055,1101147,T. Wang,,,,A5041426093,T. Wang
23056,1101148,S. Chen,,,,A5041712479,S. Chen
23057,1101149,D. Liu,,,,A5042502774,D. Liu
23058,1101150,H. Kim,,,,A5046579522,H. Kim
23059,1101151,M. L. Gonzalez Silva,,,,A5049030781,M. L. Gonzalez Silva
23060,1101152,J. Wang,,,,A5054518472,J. Wang
23061,1101153,X. Wang,,,,A5057906999,X. Wang
23062,1101154,Z. Zhang,,,,A5058986347,Z. Zhang
23063,1101155,Y. Liu,,,,A5059376351,Y. Liu
23064,1101156,H. Lee,,,,A5059913910,H. Lee
23065,1101157,B. Li,,,,A5060701493,B. Li
23066,1101158,J. Zhang,,,,A5061432722,J. Zhang
23067,1101159,J. S. H. Lee,,,,A5065462904,J. S. H. Lee
23068,1101160,L. L.,,,,A5065909083,L. L.
23069,1101161,H. Zhang,,,,A5070100476,H. Zhang
23070,1101162,C. Wang,,,,A5073632723,C. Wang
23071,1101163,S. M. Wang,,,,A5074529940,S. M. Wang
23072,1101164,H. Chen,,,,A5075844253,H. Chen
23073,1101165,H. L. Li,,,,A5077025501,H. L. Li
23074,1101166,K. Chen,,,,A5082322792,K. Chen
23075,1101167,X. Chen,,,,A5083623387,X. Chen
23076,1101168,K. Wang,,,,A5085214311,K. Wang
23077,1101169,S. Ye,,,,A5085278607,S. Ye
23078,1101170,S. C. Lee,,,,A5085493260,S. C. Lee
23079,1101171,L. Zhang,,,,A5090910210,L. Zhang
23080,1101172,H. Li,,,,A5000862596,H. Li
23081,1101173,X. Zhang,,,,A5001529478,X. Zhang
23082,1101174,J. Zhang,,,,A5006545286,J. Zhang
23083,1101175,J. R. Carter,,,,A5007970572,J. R. Carter
23084,1101176,W. Park,,,,A5018069958,W. Park
23085,1101177,Z. Zhang,,,,A5029070983,Z. Zhang
23086,1101178,J. Silva,,,,A5039430828,J. Silva
23087,1101179,J. C. Wang,,,,A5045971039,J. C. Wang
23088,1101180,S. Chen,,,,A5049777437,S. Chen
23089,1101181,M. Liu,,,,A5067005616,M. Liu
23090,1101182,Yu. Zalite,,,,A5068495433,Y. Zalite; Yu. Zalite; Y. O.K. Zalite
23091,1101183,H. Zhang,,,,A5076397400,H. Zhang
23092,1101184,Y. Liu,,,,A5081889265,Y. Liu
23093,1101185,Bø rge Kile Gjelsten,,,,A5053640553,Bø rge Kile Gjelsten
23094,1101186,Roderik Bruce,,,,A5072651770,R. Bruce; R. E. Bruce; Roderik Bruce; Rosimare Costa Bruce
23095,1101187,D. J. Dingfelder,,,,A5000576350,D. J. Dingfelder
23096,1101188,Dominik Richter,0000-0002-6140-5429,,,A5002609644,D. D. Richter; D. Richter; Dominik Richter
23097,1101189,M. S. Kim,,,,A5002914694,M. S. Kim
23098,1101190,S. Horvat,,,,A5004044698,S. Horvat; Sandra Horvat; Štefan Horvat
23099,1101191,Jorge A. Santos,0000-0001-5077-300X,,http://www.scopus.com/inward/authorDetails.url?authorID=56584741100&partnerID=MN8TOARS,A5006227260,J. Santos; J. A. A. Dos Santos; J. A. Santos; J.A Santos; J.A.A. SANTOS; Jex De Los Santos; Jorge A. Santos; Jorge Almeida Santos; Jorge Santos; Jorge de Almeida Santos; José Fragoso Santos; Jéssyca Borges dos Santos
23100,1101192,F. Tomasz,,,,A5007340553,F. Tomasz; Filip Tomasz
23101,1101193,T. Maruyama,,,,A5012175195,T. Maruyama; T.V.M. Maruyama; Tetsuya Maruyama
23102,1101194,Lili Zhao,,,,A5014988005,L. Zhao; L. L. Zhao; Lili Zhao; Li‐Li Zhao; Z Lili; Zhao Lili; Zhao Li‐li
23103,1101195,Kenichi Yamanaka,0000-0002-2133-8209,,,A5015419225,K. Yamanaka; K.‐I. Yamanaka; Kenichi Yamanaka; Ken‐Ichi Yamanaka
23104,1101196,C. Wang,,,,A5015890236,C. Wang
23105,1101197,Xianghui Yu,,,,A5017560272,X. Yu; X. H. Yu; Xianghui Yu; Xuanlin Yu
23106,1101198,V. Sosnovtsev,,,,A5019070389,V. V. Sosnovtsev; Valery Sosnovtsev; Valery V. Sosnovtsev; Valery Vital’evich Sosnovtsev; В.В. Сосновцев
23107,1101199,J. Zhang,,,,A5020674129,J. Zhang
23108,1101200,X. Chen,,,,A5020742661,X. Chen
23109,1101201,S. Baron,0000-0003-2717-6017,,,A5021088208,S. Baron; S.Kh. Baron; Sophie Baron
23110,1101202,R. Otec,,,,A5021540678,R. Otec; Roman Otec
23111,1101203,S. Suchkov,0009-0003-5648-0437,,,A5023327963,Sergey I. Suchkov; С.И. Сучков
23112,1101204,Jaime E. Villate,0000-0002-5790-1593,,http://www.scopus.com/inward/authorDetails.url?authorID=55589234000&partnerID=MN8TOARS,A5026022338,J. E. Villate; J. Villate; Jaime E. Villate; Jaime Enrique Villate; Jaime Enrique Villate Villate; Jaime Villate
23113,1101205,R. Thananuwong,,,,A5027288455,R. Thananuwong
23114,1101206,A. M. Castaneda Hernadez,,,,A5028273103,A. M. Castaneda Hernadez
23115,1101207,S. V. Goryachev,,,,A5028334856,S. Goryachev; S. V. Goryachev; Sergey V. Goryachev
23116,1101208,A. Melamed-Katz,,,,A5031296089,A. Melamed‐Katz; Arie Melamed‐Katz
23117,1101209,H. J. Yang,,,,A5032282537,H. Yang; H. J. Yang; Huajin Yang
23118,1101210,A. Pal,0000-0001-6806-5431,,,A5032431543,A. Pal; A.K. Pal; Arnab K. Pal; Arnab Kumar Pal; Arnab Pal
23119,1101211,J. S. H. Lee,,,,A5033813082,J. S. H. Lee
23120,1101212,Hannah A. DeBerg,0000-0002-5263-158X,,,A5034438199,H. Deberg; Hannah A. Deberg; Hannah Deberg
23121,1101213,S. N. Tovey,,,,A5038010650,S N. Tovey; S. N. Tovey; S. Tovey; S.N Tovey; Stuart N Tovey; Stuart Tovey
23122,1101214,I. Tsiafis,,,,A5039944441,I. Ch. Tsiafis; I. Tsiafis; Ioannis Tsiafis; Tsiafis Ioannis
23123,1101215,A. Liolios,,,,A5041748300,A. K. Liolios; A. Liolios; An. Liolios; Anastasios K. Liolios; Anastasios Liolios
23124,1101216,J. Li,,,,A5042282676,J. Li
23125,1101217,Y. Ilyushenka,,,,A5042803071,Y. Ilyushenka
23126,1101218,W. Park,,,,A5045669093,W. Park
23127,1101219,S. H. Kim,,,,A5046711456,S. H. Kim
23128,1101220,D. Liu,,,,A5047179137,D. Liu
23129,1101221,H. Liu,,,,A5048459702,H. Liu
23130,1101222,J. Silva,,,,A5052660879,J. Silva
23131,1101223,C. Liu,,,,A5053474700,C. Liu
23132,1101224,J. D. Lu,0000-0002-4959-0211,,,A5053502322,J. Lu; Jiada Lu; J. D. Lu; Jiaheng Lu; Jia‐Da Lu; Jinda Lu; Jinshuai Lu
23133,1101225,Timothy L. Thomas,,,,A5053527425,T. L. Thomas; T. Thomas; Timothy L. Thomas; Timothy Lester Thomas; Timothy Thomas
23134,1101226,S. Bathe,,,,A5055859984,S. Bathe; Stefan Bathe
23135,1101227,P. C. Kim,,,,A5057016298,P. C. Kim
23136,1101228,J. Bastos,0000-0002-4711-9522,,http://www.scopus.com/inward/authorDetails.url?authorID=55949506600&partnerID=MN8TOARS,A5057802617,J. Bastos; JULLIA COVRE BASTOS; Joana Bastos; Joana Martins Faria de Bastos
23137,1101229,Yuan Fang,,,,A5058610384,Y. Fang; F.L. Yuan; Fang Yuan; Y L Fang; Yanlyu Fang; Yingmei Fang; Yuan Fang
23138,1101230,B. Green,,,,A5058701773,B. Green
23139,1101231,M. Liu,,,,A5059135319,M. Liu
23140,1101232,V. Linhart,,,,A5062638643,V. Linhart; Vladimir Linhart; Vladimír Linhart
23141,1101233,S. W. Lindsay,,,,A5062691144,S. Lindsay; S. W. Lindsay; Scott Lindsay; Scott William Lindsay
23142,1101234,Z. Koupilova,,,,A5063020777,Z. Koupilova
23143,1101235,N. Barros,,,,A5063804609,N Fiuza de Barros; N. Barros; N. F. de Barros; N.F. Barros; Nicole M. A. Barros; Noémi Barros
23144,1101236,P. Homola,0000-0002-1956-9948,,http://www.scopus.com/inward/authorDetails.url?authorID=10539177100&partnerID=MN8TOARS,A5064777997,P. Homola; Piotr Homola
23145,1101237,Q. Zhang,,,,A5065830454,Q. Zhang
23146,1101238,D. G. Underwood,,,,A5065957061,D. G. Underwood; D. Underwood; Dave Underwood
23147,1101239,D. Caracinha,,,,A5066530810,D. Caracinha
23148,1101240,M. Rosa,0000-0001-5383-6993,,,A5067674070,M. L. Rosa; M. La Rosa; M. Rosa; Marco La Rosa; Marco Rosa
23149,1101241,Y. Liu,,,,A5069163187,Y. Liu
23150,1101242,L. L.,,,,A5069801283,L. L.
23151,1101243,S. M. Wang,,,,A5069969035,S. M. Wang
23152,1101244,L. Granado Cardoso,,,,A5070202497,L. Cardoso; L. Granado Cardoso; L.G. Cardoso; Luis Cardoso; Luis G. Cardoso; Luis Granado Cardoso; Luís Granado Cardoso
23153,1101245,T. Liu,,,,A5070278236,T. Liu
